Code,Device,Manufacturer,Base,Package,Leaded Equivalent/Data
DH,BCW68H,SGS,N,SOT23,pnp 45V 0.8A hfe 250 min
DH,BCW68G,Mot,N,SOT23,pnp 45V 0.8A hfe 160 min
DH,MMBD2000,Mot,C,SOT323,Si sw diode 20V 0.2A SOT323
DH,BFN19,Sie,P,SOT89,pnp video o/p 300V comp BFN18
DK,BCX42,Sie,N,SOT23,gp audio pnp 125V comp BCX41
DP,MMBD2010,Mot,B,SOT323,dual cc MMBD2000
DQ,2P710AQ,Phi,N,SOT346,gp pnp hfe 85-170
DR,2P710AR,Phi,N,SOT346,gp pnp hfe 120-240
DS,2P710AS,Phi,N,SOT346,gp pnp hfe 170-340
DT,BCW67AR,SGS,R,SOT23R,pnp 32V 0.8A hfe 100 min
DU,BCW67BR,SGS,R,SOT23R,pnp 32V 0.8A hfe 160 min
DW,BCW67CR,SGS,R,SOT23R,pnp 32V 0.8A hfe 250 min
DX,BCW68FR,SGS,R,SOT23R,pnp 45V 0.8A hfe 100 min
DY,BCW68GR,SGS,R,SOT23R,pnp 45V 0.8A hfe 160 min
DZ,BCW68HR,SGS,R,SOT23R,pnp 45V 0.8A hfe 250 min
e,BAT64-02W,Sie,I,SCD80,-
E,1SS780,Roh,I,USM,40V 100mA lo leakage
E,BB689,Sie,I,SCD80,2-55pF varicap
E0,HSMP-3810,HP,C,SOT23,HP3810 pin atten diode
E0,HSMP-381B,HP,C,SOT323,HP3810 pin atten diode
E01,DTDG14EP,Roh,P,SOT89,"npn dtr 60V 1A R2 10k, + c to b zener"
E02,DTDG23YP,Roh,P,SOT89,"npn dtr 60V 1A 2k2+ 10k, + c to b zener"
E1p,BFS17,Phi,N,SOT23,BFY90 BFW92
E1p,BFS17W,Phi,N,SOT323,BFY90 BFW92
E1,HSMP-3811,HP,K,SOT23,HP3810 pin atten diode
E2,BFS17A,Phi,N,SOT23,npn RF 3GHz 25mA
E2,BAL99,Zet,C,-,sw diode 75V 100mA
E2,HSMP-3812,HP,D,SOT23,dual series HP3810 pin atten diode
E3,BAR99,Zet,C,-,sw diode 75V 100mA
E3,HSMP-3813,HP,A,SOT23,dual HP3810 pin atten diode
E4,BFS17R,Phi,R,-,BFY90 BFW92
E4,HSMP-3814,HP,B,SOT23,dual cc HP3810 pin atten diode
E5,BFS17AR,Tfk,R,-,npn rf 3 GHz 25mA
E6,ZC2800E,Zet,C,-,HP2800
E8,ZC2811E,Zet,C,-,HP2811
E9,ZC5800E,Zet,C,-,HP5800
E11,DTA113ZE,Roh,N,EMT3,pnp dtr 1k0 + 10k 50V 100mA
E11,DTA113ZKA,Roh,N,SC59,pnp dtr 1k0 + 10k 50V 100mA
E13,DTA143ZE,Roh,N,EMT3,pnp dtr 4k7 + 47k 50V 100mA
E13,DTA143ZKA,Roh,N,SC59,pnp dtr 4k7 + 47k 50V 100mA
E23,DTC143ZCA,Roh,N,SOT23,npn dtr 4k7 + 47k 50V 100mA
E23,DTC143ZE,Roh,N,EMT3,npn dtr 4k7 + 47k 50V 100mA
E23,DTC143ZKA,Roh,N,SC59,npn dtr 4k7 + 47k 50V 100mA
E32,DTA123JE,Roh,N,EMT3,pnp dtr 2k2 + 47k 50V 100mA
E32,DTA123JKA,Roh,N,SC59,pnp dtr 2k2 + 47k 50V 100mA
E42,DTC123JE,Roh,N,EMT3,npn dtr 2k2 + 47k 50V 100mA
E42,DTC123JKA,Roh,N,SC59,npn dtr 2k2 + 47k 50V 100mA
E56,DTA144VKA,Roh,N,SC59,pnp dtr 47k + 10k 50V 100mA
E66,DTC144VKA,Roh,N,SC59,npn dtr 47k + 10k 50V 100mA
EAs,BCW65A,Sie,N,SOT23,npn 32V 800mA hfe 100 min
EBs,BCW65B,Sie,N,SOT23,npn 32V 800mA hfe 160 min
EB,HSMP-4810,HP,J,SOT23,0.5-3GHz pin 2 cathode connections
EB,MSC1022-B,Mot,H,-,pnp RF 150MHz fT 20V
EC,MSC1022-C,Mot,H,-,pnp RF 150MHz fT 20V
ECs,BCW65C,Sie,N,SOT23,npn 32V 800mA hfe 250 min
ED,BCV28,Sie,P,SOT89,pnp darlington 30V 0.8A comp BCV29
EE,BCV48,Sie,P,SOT89,pnp darlington 60V 0.8A comp BCV49
EF,BCV29,Sie,P,SOT89,npn darlington 30V 0.8A comp BCV28
EF,BCW66F,Sie,N,SOT23,npn 45V 800mA hfe 100 min
EG,BCV49,Sie,P,SOT89,npn darlington 60V 0.8A comp BCV48
EGs,BCW66G,Sie,N,SOT23,npn 45V 800mA hfe 160 min
EHs,BCW66H,Sie,N,SOT23,npn 45V 800mA hfe 240 min
EHAA,MAX6326_R22-T,Max,ZB,SOT23,microproc -ve reset gen 2.200V
EIAA,MAX6327_R22-T,Max,ZB,SOT23,microproc +ve reset gen 2.200V
EJAA,MAX6328_R22-T,Max,ZB,SOT23,microproc -ve reset gen 2.200V
EKs,BCX41,Sie,N,SOT23,gp npn 125V 1A comp BCX42
ET,BCW65AR,Sie,R,SOT23R,npn 32V 800mA hfe 100 min
EU,BCW65BR,Sie,R,SOT23R,npn 32V 800mA hfe 160 min
EW,BCW65CR,Sie,R,SOT23R,npn 32V 800mA hfe 240 min
EWAA,MAX6326_R23-T,Max,ZB,SOT23,microproc -ve reset gen 2.320V
EX,BCW65FR,Sie,R,SOT23R,npn 45V 800mA hfe 100 min
EXAA,MAX6326_R24-T,Max,ZB,SOT23,microproc -ve reset gen 2.400V
EY,BCW65GR,Sie,R,SOT23R,npn 45V 800mA hfe 160 min
EYAA,MAX6326_R25-T,Max,ZB,SOT23,microproc -ve reset gen 2.500V
EZ,BCW65HR,Sie,R,SOT23R,npn 45V 800mA hfe 240 min
EZAA,MAX6326_R26-T,Max,ZB,SOT23,microproc -ve reset gen 2.630V
f,BAS20-02W,Sie,I,SCD80,-
F,KV1831E,Tok,I,URD,uhf varicap 2.5-22pf
F,MRF927,Mot,N,SOT323,npn RF fT 8GHz
F0,HSMP-3820,HP,C,SOT23,35V RF pin sw diode
F02,DTD123TK,Roh,N,SC59,npn dtr R1 2k2 40V 100mA
F03,DTD143TK,Roh,N,SC59,npn dtr R1 4k7 40V 100mA
F05,TSDF1205,Tfk,X,-,fT 12GHz npn RF 4V 12mA
F1,HSMP-3821,HP,K,SOT23,35V RF pin sw diode
F1,BFS18,Phi,N,SOT23,BF495
F1,MMBC1009F1,Mot,N,-,RF npn fT 150MHz hfe30-60
F2,HSMP-3822,HP,D,SOT23,dual series HP3820 pin sw diode
F2,BFS19,SGS,N,SOT23,BF184 BF494
F2p,BFS19,Phi,N,SOT23,BF184 BF494
F2t,BFS19,Phi,N,SOT23,BF184 BF494
F3,MMBC1009F3,Mot,N,-,RF npn fT150MHz hfe60-120
F4,BFS18R,Phi,N,-,BF495
F4,HSMP-3824,HP,B,SOT23,dual cc HP3820 pin sw diode
F5,BFS19R,Phi,N,-,BF184 BF494
F8p,BF824,Phi,N,SOT23,-
F8t,BF824,Phi,N,SOT23,-
F8t,BF824W,Phi,N,SOT323,-
F11,DTB113EK,Roh,N,SC59,pnp dtr 1k + 1k 50V 500mA
F12,DTB123EK,Roh,N,SC59,pnp dtr 2k2 + 2k2 50V 500mA
F13,DTB143EC,Roh,N,SOT23,pnp dtr 4k7+ 4k7 50V 500mA
F13,DTB143EK,Roh,N,SC59,pnp dtr 4k7+ 4k7 50V 500mA
F14,DTB114EK,Roh,N,SC59,pnp dtr 10k + 10k 50V 500mA
F20,TSDF1220,Tfk,X,-,fT 12GHz npn 6V 20mA
F21,DTD113EK,Roh,N,SC59,npn dtr 1k + 1k 50V 500mA
F22,DTD123EK,Roh,N,SC59,npn dtr 2k2 + 2k2 50V 500mA
F23,DTD143EC,Roh,N,SOT23,npn dtr 4k7 + 4k7 50V 500mA
F23,DTD143EK,Roh,N,SC59,npn dtr 4k7 + 4k7 50V 500mA
F24,DTD114EK,Roh,N,SC59,npn dtr 10k + 10k 50V 500mA
F52,DTB123YC,Roh,N,SOT23,pnp dtr 2k2 + 10k 50V 100mA
F52,DTB123YK,Roh,N,SC59,pnp dtr 2k2 + 10k 50V 100mA
F62,DTD123YK,Roh,N,SC59,npn dtr 2k2 + 10k 50V 100mA
F92,DTB123TK,Roh,N,SC59,pnp dtr R1 2k2 40V 100mA
F93,DTB143TK,Roh,N,SC59,pnp dtr R1 4k7 40V 100mA
F94,DTB114TK,Roh,N,SC59,pnp dtr R110k 40V 100mA
FA,HSMP-4820,HP,B,SOT23,0.5-3GHz cc pin dual anode
FA,BFQ17,Phi,P,SOT89,npn RF 1.5GHz 300mA
FA,BFP81,Sie,X,-,BFQ69
FA,BFQ19,Phi,P,SOT89,npn RF Ft 5.5GHz 100mA
FAAA,MAX6326_R27-T,Max,ZB,SOT23,microproc -ve reset gen 2.700V
FB,BFP17,Sie,X,BFW92
FBAA,MAX6328_R31-T,Max,ZB,SOT23,microproc -ve reset gen 2.800V
FC,BFQ64,Sie,P,-,BFT98T
FC,BFP29,Sie,X,-,BFT97
FCAA,MAX6326_R29-T,Max,ZB,SOT23,microproc -ve reset gen 2.930V
FD,BCV26,SGS,N,SOT23,pnp darlington
FDp,BCV26,Phi,N,SOT23,pnp darlington
FDt,BCV26,Phi,N,SOT23,pnp darlington
FD,BFQ17P,Sie,P,SOT89,BFW16A
FD,BFP35A,Sie,X,-,BFR34A
FDAA,MAX6326_R31-T,Max,ZB,SOT23,microproc -ve reset gen 3.080V
FE,BCV46,SGS,N,SOT23,pnp darlington
FEp,BCV46,Phi,N,SOT23,pnp darlington
FEt,BCV46,Phi,N,SOT23,pnp darlington
FEs,BFQ19P,Sie,P,SOT89,BFR96
FE,BFP93A,Sie,X,SOT143,BFR91A
FEAA,MAX6326_R30-T,Max,ZB,SOT23,microproc -ve reset gen 3.000V
FF,BCV27,SGS,N,SOT23,npn darlington
FF,BBY65-02V,Inf,I,SC79,hyperabrupt varicap 2.7-30pF
FFp,BCV27,Phi,N,SOT23,npn darlington
FFt,BCV27,Phi,N,SOT23,npn darlington
FFAA,MAX6327_R23-T,Max,ZB,SOT23,microproc +ve reset gen 2.320V
FG,BCV47,Phi,N,SOT23,npn darlington
FGp,BCV47,Phi,N,SOT23,npn darlington
FGt,BCV47,Phi,N,SOT23,npn darlington
FG,BFQ19S,Sie,P,SOT89,BFR96S
FGAA,MAX6327_R24-T,Max,ZB,SOT23,microproc +ve reset gen 2.400V
FHs,BFN24,Sie,N,SOT23,npn 250V comp to BFN25
FHAA,MAX6327_R25-T,Max,ZB,SOT23,microproc +ve reset gen 2.500V
FIAA,MAX6327_R26-T,Max,ZB,SOT23,microproc +ve reset gen 2.630V
FJ,BFN26,Sie,N,SOT23,npn 300V comp to BFN27
FJAA,MAX6327_R27-T,Max,ZB,SOT23,microproc +ve reset gen 2.700V
FK,BFN25,Sie,N,SOT23,pnp 250V comp to BFN24
FKAA,MAX6327_R28-T,Max,ZB,SOT23,microproc +ve reset gen 2.800V
FL,BFN27,Sie,N,SOT23,pnp 300V comp to BFN26
FLAA,MAX6327_R29-T,Max,ZB,SOT23,microproc +ve reset gen 2.930V
FFMA,MAX6327_R31-T,Max,ZB,SOT23,microproc +ve reset gen 3.080V
FFNA,MAX6327_R30-T,Max,ZB,SOT23,microproc +ve reset gen 3.000V
FOAA,MAX6328_R23-T,Max,ZB,SOT23,microproc -ve reset gen 2.320V
FPAA,MAX6328_R24-T,Max,ZB,SOT23,microproc -ve reset gen 2.400V
F-Q,2PA1576Q,Phi,N,SOT323,gp pnp SC70 hfe 120-270
FtQ,2PA1576Q,Phi,N,SOT323,gp pnp SC70 hfe 120-270
FQAA,MAX6328_R25-T,Max,ZB,SOT23,microproc -ve reset gen 2.500V
FR,2SA1037AK,Roh,N,-,hfe 150@1ma preamp pnp
FR,2SA1576A,Roh,N,UMT,see 2SA1037K above
FR,2SA1774,Roh,N,EM3,see 2SA1037K above
F-R,2PA1576R,Phi,N,SOT323,gp pnp hfe 180-390
FtR,2PA1576R,Phi,N,SOT323,gp pnp hfe 180-390
FRAA,MAX6328_R26-T,Max,ZB,SOT23,microproc -ve reset gen 2.630V
F-S,2PA1576S,Phi,N,SOT323,gp pnp hfe 270-560
FtS,2PA1576S,Phi,N,SOT323,gp pnp hfe 270-560
FSAA,MAX6328_R27-T,Max,ZB,SOT23,microproc -ve reset gen 2.700V
FTAA,MAX6328_R28-T,Max,ZB,SOT23,microproc -ve reset gen 2.800V
FUAA,MAX6328_R29-T,Max,ZB,SOT23,microproc -ve reset gen 2.930V
FVAA,MAX6328_R31-T,Max,ZB,SOT23,microproc -ve reset gen 3.080V
FWAA,MAX6328_R30-T,Max,ZB,SOT23,microproc -ve reset gen 3.000V
FZAP,MAX6012A,Max,ZC,SOT23,precision reference 1.247V
FZAQ,MAX6025A,Max,ZC,SOT23,precision reference 2.500V
FZAR,MAX6041A,Max,ZC,SOT23,precision reference 4.096V
FZAS,MAX6045A,Max,ZC,SOT23,precision reference 4.500V
FZAT,MAX6050A,Max,ZC,SOT23,precision reference 5.000V
FZAU,MAX6021A,Max,ZC,SOT23,precision reference 2.048V
FZAV,MAX6346_R33-T,Max,ZB,SOT23,micrproc -ve reset gen 3.300V
FZAW,MAX6346_R34-T,Max,ZB,SOT23,micrproc -ve reset gen 3.400V
FZAX,MAX6346_R35-T,Max,ZB,SOT23,micrproc -ve reset gen 3.500V
FZAY,MAX6346_R36-T,Max,ZB,SOT23,micrproc -ve reset gen 3.600V
FZAZ,MAX6346_R37-T,Max,ZB,SOT23,micrproc -ve reset gen 3.700V
FZBA,MAX6346_R38-T,Max,ZB,SOT23,micrproc -ve reset gen 3.800V
FZBB,MAX6346_R39-T,Max,ZB,SOT23,micrproc -ve reset gen 3.900V
FZBC,MAX6346_R40-T,Max,ZB,SOT23,micrproc -ve reset gen 4.0800V
FZBD,MAX6346_R41-T,Max,ZB,SOT23,micrproc -ve reset gen 4.100V
FZBE,MAX6346_R42-T,Max,ZB,SOT23,micrproc -ve reset gen 4.200V
FZBF,MAX6346_R43-T,Max,ZB,SOT23,micrproc -ve reset gen 4.300V
FZBG,MAX6346_R44-T,Max,ZB,SOT23,micrproc -ve reset gen 4.380V
FZBH,MAX6346_R45-T,Max,ZB,SOT23,micrproc -ve reset gen 4.500V
FZBI,MAX6346_R46-T,Max,ZB,SOT23,micrproc -ve reset gen 4.630V
FZBJ,MAX6347_R33-T,Max,ZB,SOT23,micrproc +ve reset gen 3.300V
FZBK,MAX6347_R34-T,Max,ZB,SOT23,micrproc +ve reset gen 3.400V
FZBL,MAX6347_R35-T,Max,ZB,SOT23,micrproc +ve reset gen 3.500V
FZBM,MAX6347_R36-T,Max,ZB,SOT23,micrproc +ve reset gen 3.600V
FZBN,MAX6347_R37-T,Max,ZB,SOT23,micrproc +-ve reset gen 3.700V
FZBO,MAX6347_R38-T,Max,ZB,SOT23,micrproc +ve reset gen 3.800V
FZBP,MAX6347_R39-T,Max,ZB,SOT23,micrproc +ve reset gen 3.900V
FZBQ,MAX6347_R40-T,Max,ZB,SOT23,micrproc +ve reset gen 4.0800V
FZBR,MAX6347_R41-T,Max,ZB,SOT23,micrproc +-ve reset gen 4.100V
FZBS,MAX6347_R42-T,Max,ZB,SOT23,micrproc +ve reset gen 4.200V
FZBT,MAX6347_R43-T,Max,ZB,SOT23,micrproc +ve reset gen 4.300V
FZBU,MAX6347_R44-T,Max,ZB,SOT23,micrproc +-ve reset gen 4.380V
FZBV,MAX6347_R45-T,Max,ZB,SOT23,micrproc +ve reset gen 4.500V
FZBW,MAX6347_R46-T,Max,ZB,SOT23,micrproc +-ve reset gen 4.630V
FZBX,MAX6348_R33-T,Max,ZB,SOT23,microproc -ve reset gen 3.300V
FZBY,MAX6348_R34-T,Max,ZB,SOT23,microproc -ve reset gen 3.400V
FZBZ,MAX6348_R35-T,Max,ZB,SOT23,microproc -ve reset gen 3.500V
FZCA,MAX6348_R36-T,Max,ZB,SOT23,microproc -ve reset gen 3.600V
FZCB,MAX6348_R37-T,Max,ZB,SOT23,microproc -ve reset gen 3.700V
FZCC,MAX6348_R38T,Max,ZB,SOT23,microproc -ve reset gen 3.800V
FZCD,MAX6348_R39-T,Max,ZB,SOT23,microproc -ve reset gen 3.900V
FZCE,MAX6348_R40-T,Max,ZB,SOT23,microproc -ve reset gen 4.000V
FZCF,MAX6348_R41-T,Max,ZB,SOT23,microproc -ve reset gen 4.100V
FZCG,MAX6348_R42T,Max,ZB,SOT23,microproc -ve reset gen 4.200V
FZCH,MAX6348_R43-T,Max,ZB,SOT23,microproc -ve reset gen 4.380V
FZCI,MAX6348_R44-T,Max,ZB,SOT23,microproc -ve reset gen 4.400V
FZCJ,MAX6348_R45-T,Max,ZB,SOT23,microproc -ve reset gen 4.500V
FZCK,MAX6348_R46-T,Max,ZB,SOT23,microproc -ve reset gen 4.600V
FZCW,MAZ6001UR,Max,ZC,SOT23,1.250V V reference
FZCX,MAZ6002UR,Max,L,SOT23,2.500V V reference
FZCY,MAZ6004UR,Max,L,SOT23,4.096V V reference
FZCZ,MAZ6005UR,Max,L,SOT23,5.000V V reference
FZDA,MAX6012B,Max,ZC,SOT23,precision reference 1.247V
FZDB,MAX6025B,Max,ZC,SOT23,precision reference 2.500V
FZDC,MAX6041B,Max,ZC,SOT23,precision reference 4.096V
FZDD,MAX6045B,Max,ZC,SOT23,precision reference 4.500V
FZdE,MAX6050B,Max,ZC,SOT23,precision reference 5.000V
FZDF,MAX6021B,Max,ZC,SOT23,precision reference 2.047V
FZDK,MAZ6003UR,Max,L,SOT23,3.000V V reference
FZDW,MAX6030A,Max,ZC,SOT23,precision reference 3.000V
FZDX,MAX6012B,Max,ZC,SOT23,precision reference 3.000V
FZEB,LM4041AIM3-1.2,Max,L,SOT23,1.225V 0.1% shunt V ref
FZEC,LM4041BIM3-1.2,Max,L,SOT23,1.225V 0.2% shunt V ref
FZED,LM4041DIM3-1.2,Max,L,SOT23,1.225V 0.5% shunt V ref
FZEE,LM4041DIM3-1.2,Max,L,SOT23,1.225V 1.5% shunt V ref
FZEF,LM4040A IM3-2.1,Max,L,SOT23,2.048V shunt reference 0.1%
FZEG,LM4040B IM3-2.1,Max,L,SOT23,2.048V shunt reference 0.2 %
FZEH,LM4040C IM3-2.1,Max,L,SOT23,2.048V shunt reference 0.5%
FZEI,LM4040D IM3-2.1,Max,L,SOT23,2.048V shunt reference 1.0%
FZEJ,LM4040A IM3-2.5,Max,L,SOT23,2.500V shunt reference 0.1%
FZEK,LM4040B IM3-2.5,Max,L,SOT23,2.500V shunt reference 0.2 %
FZEL,LM4040C IM3-2.5,Max,L,SOT23,2.500V shunt reference 0.5%
FZEM,LM4040D IM3-2.5,Max,L,SOT23,2.500V shunt reference 1.0%
FZEN,LM4040A IM3-3.0,Max,L,SOT23,3.000V shunt reference 0.1%
FZEO,LM4040B IM3-3.0,Max,L,SOT23,3.000V shunt reference 0.2 %
FZEP,LM4040C IM3-3.0,Max,L,SOT23,3.000V shunt reference 0.5%
FZEQ,LM4040D IM3-3.0,Max,L,SOT23,3.000V shunt reference 1.0%
FZER,LM4040A IM3-4.1,Max,L,SOT23,4.096V shunt reference 0.1%
FZES,LM4040B IM3-4.1,Max,L,SOT23,4.096V shunt reference 0.2 %
FZET,LM4040C IM3-4.1,Max,L,SOT23,4.096V shunt reference 0.5%
FZEU,LM4040DIM3-4.1,Max,L,SOT23,4.096V shunt reference 1.0%
FZEV,LM4040A IM3-5.0,Max,L,SOT23,5.000V shunt reference 0.1%
FZEW,LM4040B IM3-5.0,Max,L,SOT23,5.000V shunt reference 0.2 %
FZEX,LM4040C IM3-5.0,Max,L,SOT23,5.000V shunt reference 0.5%
FZEY,LM4040D IM3-5.0,Max,L,SOT23,5.000V shunt reference 1.0%
FZEZ,MAZ803LUR,Max,ZB,SOT23,"microproc -ve reset gen, 5.0V"
FZFA,MAZ803MUR,Max,ZB,SOT23,"microproc -ve reset gen, 5.0V"
FZFB,MAZ803TUR,Max,ZB,SOT23,"microproc -ve reset gen, 3.3V"
FZFC,MAZ803SUR,Max,ZB,SOT23,"microproc -ve reset gen, 3.3V"
FZFD,MAZ803RUR,Max,ZB,SOT23,"microproc -ve reset gen, 3.0V"
FZGH,MAZ6006AUR,Max,L,SOT23,1.250V 0.2% shunt V reference
FZGI,MAZ6006BUR,Max,L,SOT23,1.250V 0.5% shunt V reference
FZGJ,MAZ6006CUR,Max,L,SOT23,1.250V 1.0% shunt V reference
FZGK,MAZ6007AUR,Max,L,SOT23,2.480V 0.2% shunt V reference
FZGL,MAZ6007BUR,Max,L,SOT23,2.480V 0.5% shunt V reference
FZGM,MAZ6007CUR,Max,L,SOT23,2.480V 1.0% shunt V reference
FZGN,MAZ6008AUR,Max,L,SOT23,2.500V 0.2% shunt V reference
FZGO,MAZ6008BUR,Max,L,SOT23,2.500V 0.5% shunt V reference
FZGP,MAZ6008CUR,Max,L,SOT23,2.500V 1.0% shunt V reference
FZGQ,MAZ6009AUR,Max,L,SOT23,3.000V 0.2% shunt V reference
FZGR,MAZ6009BUR,Max,L,SOT23,3.000V 0.5% shunt V reference
FZGS,MAZ6009CUR,Max,L,SOT23,3.000V 1.0% shunt V reference
G,BAR63-02W,Sie,I,SCD80,RF pin to 3GHz
G,BAR63-03W,Sie,I,SOD323,RF pin to 3GHz
G,KV1181E,Tok,I,URD,uhf varicap 2-16pF
G,MRF947A,Mot,N,SOT323,npn RF 8GHz
G0,HSMP-3890,HP,C,SOT23,HP3890 pin sw diode
G0,HSMP-389B,HP,C,SOT323,HP3890 pin sw diode
G08,DTD133HKA,Roh,N,SC59,npn dtr 3k3+10k 50V 500mA
G1,BFS20,Phi,N,SOT23,BF199
G1p,BFS20,Phi,N,SOT23,BF199
G1,BFS20,Phi,N,SOT23,BF199
G1t,HSMP-3891,HP,K,SOT23,HP3890 pin sw diode
G1,MMBT5551,Mot,N,SOT23,2N5551 npn Vce 140V
tG1,PMBT5551,Phi,N,SOT23,2N5551 npn Vce 140V
tG1,PMST5551,Phi,N,SOT323,2N5551 npn Vce 140V
G1E,BC847A,Rho,N,SOT23,BC547A
G1F,BC847B,Rho,N,SOT23,BC547B
G1G,BC847C,Rho,N,SOT23,BC547C
G1J,BC848A,Rho,N,SOT23,BC548A
G1K,BC848B,Rho,N,SC70,BC548B
G1K,BC848B,Rho,N,SOT23,BC548B
G1L,BC848C,Rho,N,SOT23,BC548C
G2,HSMP-3892,HP,D,SOT23,dual ser HP3890 pin sw diode
G2,CGY50,Sie,IQ,SOT143,GaAs MMIC amp
G3,HSMP-3893,HP,A,SOT23,dual HP3890 pin sw diode
pG3,PMST5551,Phi,N,SOT323,2N5551
G3,BAR63,Sie,C,SOT23,single 3GHz pin
G3C,DTB122JK,Roh,N,SC59,pnp dtr 220R + 470R 50V 500mA
G3E,BC857A,Roh,N,SOT23,BC557A
G3F,BC857B,Roh,N,SOT23,BC557B
G3J,BC858A,Roh,N,SOT23,BC558A
G3K,BC858B,Roh,N,SOT23,BC558B
G3K,BC858B,Roh,N,SC70,BC558B
G3L,BC858C,Roh,N,SOT23,BC558C
G4,BFS20R,Phi,N,SOT23,BF199
G4,HSMP-3894,HP,B,SOT23,dual HP3890 pin sw diode
G4,BAR63-04,Sie,D,SOT23,dual series 3GHz pin
G4C,DTD122JK,Roh,N,SC59,npn dtr 220R + 470R 50V 500mA
G4s,BAR63-04W,Sie,D,SOT323,dual series 3GHz pin
G5,HSMP-3895,HP,S,SOT143,dual HP3890 pin sw diode
G5,BAR63-05,Sie,B,SOT23,dual cc 3GHz pin
G5s,BAR63-05W,Sie,B,SOT323,dual cc 3GHz pin
G5B,BC807-25,Roh,N,SOT23,BC327-25
G6,BAR63-06,Sie,A,SOT23,dual ca 3GHz pin
G6s,BAR63-06W,Sie,A,SOT323,dual ca 3GHz pin
G6A,BC817-16,Roh,N,-,BC337-16
G6B,BC817-25,Roh,N,SOT23,BC337-25
G7,BF579,Tfk,N,-,BF979 pnp uhf fT 1.75GHz
G11,DTB113ZKA,Roh,N,SC59,pnp dtr 1k0 +10k 50V 500mA
G21,DTD113ZKA,Roh,N,SC59,npn dtr 1k0 +10k 50V 500mA
G98,DTB133HKA,Roh,N,SC59,pnp dtr 3k3+10k 50V 500mA
GA,HSMP-4890,HP,B,SOT23,0.5-3GHzdual cc pin limiter
GA,BAW78A,Sie,LQ,SOT89,50V1A sw diode
GAB,BCW60B,Rho,N,SOT23,BCY58-viii
GAC,BCW60C,Rho,N,SOT23,BCY58-ix
GAD,BCW60D,Rho,N,SOT23,BCY58-x
GAH,BCX70H,Rho,N,SOT23,BCY59-viii BC107B
GAJ,BCX70J,Rho,N,SOT23,BCY59-ix BC107
GAK,BCX70K,Rho,N,SOT23,BCY59-x BC107
GB,BAW78B,Sie,LQ,SOT89,100V 1A sw diode
GBB,BCW61B,Rho,N,SOT23,BCY78-viii
GBC,BCW61C,Rho,N,SOT23,BCY78-ix
GBG,BCX71G,Rho,N,SOT23,BCY79-vii
GBH,BCX71H,Rho,N,SOT23,BCY79-viii
GBJ,BCX71J,Rho,N,SOT23,BCY79-ix
GC,BAW78C,Sie,LQ,SOT89,200V 1A sw diode
GC1,BCW29,Roh,N,SOT23,BC178A
GC2,BCW30,Roh,N,SOT23,BC178B
GD,BAW78D,Sie,LQ,SOT89,400V 1A sw diode
GD1,BCW31,Roh,N,SOT23,BC108C
GD2,BCW32,Roh,N,SOT23,BC108B
GD3,BCW33,Roh,N,SOT23,BC108A
GE,BFR35AP,Sie,N,SOT23,BFR34A
GE,BAW79A,Sie,JQ,SOT89,dual cc 50V 1A switch diodes
GEC,BCW65C,Rho,N,SOT23,npn 32V 800mA hfe 250 min
GF,BFR92P,Sie,N,SOT23,BFR90
GF,BAW79B,Sie,JQ,SOT89,dual cc 100V 1A switch diodes
GG,BF579R,Tfk,R,-,BF979 pnp uhf fT1.75GHz
GG,BFR93P,Sie,N,SOT23,BFR91A
GG,BAW79C,Sie,JQ,SOT89,dual cc 200V 1A switch diodes
GH,BAW79D,Sie,JQ,SOT89,dual cc 400V 1A switch diodes
GH1,BCW69,Roh,N,SOT23,BC177A
GH2,BCW70,Roh,N,SOT23,BC177B
GK1,BCW71,Roh,N,SOT23,BC107A
GK2,BCW72,Roh,N,SOT23,BC107B ZXT300
GLP,MMBT1010,Mot,N,SOT23,pnp 15V hfe 300-600 @100mA
GLP,MMBT1010,Mot,N,SOT346,pnp 15V hfe 300-600 @100mA
GMA,BFS17,Roh,N,SOT23,BFW92
GT1,BCX17,Roh,N,SOT23,BC327
GT2,BCX18,Roh,N,SOT23,BC328
GU1,BCX19,Roh,N,SOT23,BC337
GU2,BCX20,Roh,N,SOT23,BC338
H,MRF947B,Mot,N,SOT323,npn RF 8GHz
H,BB659C,Sie,I,SCD80,2.5-39 pF varicap in
H,BBY51-03W,Sie,I,SOD323,3-5 pF varicap in
H02,DTC323TU,Rho,N,SC70,"npn dtr 15V 0.6A, R1 2k2 , for muting"
H04,DTC323TU,Rho,N,SC70,"npn dtr 15V 0.6A, R1 10k , for muting"
H1,BCW69,Phi,N,SOT23,BC177A
H1p,BCW69,Phi,N,SOT23,BC177A
H1t,BCW69,Phi,N,SOT23,BC177A
H2,BCW70,Phi,N,SOT23,BC177B
H2p,BCW70,Phi,N,SOT23,BC177B
H2t,BCW70,Phi,N,SOT23,BC177B
H3,BCW89,Phi,N,SOT23,BC556
H3p,BCW89,Phi,N,SOT23,BC556
H3t,BCW89,Phi,N,SOT23,BC556
H4,BCW69R,Phi,R,SOT23R,BC177A
H5,BCW70R,Phi,R,SOT23R,BC177B
H5,MBD770DW,Mot,DL,-,Dual UHF schottky diode
H6,BCW89R,Phi,R,SOT23R,BC556
H11,UMH11TN,Roh,DI,-,npn/pnpdtr pair 10k+10k
